,text,url
67,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxEzE1OxSAUR_HVwJDA5VrKgIHGdGDiIv7lw0fsKw2tbdy90Zi8-e-cFGhAijIH49iNWlvN8hZoTuYJNGpTCKYwsk_sQPAzx6E4WYMhGtiz86y8Hml89Fpb9YYT76iLqmtpgvVcU6rrR1Ox3eUSbsex7cI-C5oETdd1qYKY59Y-f4Gg6eXfCzv1XIR93Y-ecZc9bL1tbceiIlYkCNaI8asjfv-9z0A_AQAA___yU0Cv__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMZfAHY1Y$
68,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxEjE1uhSAQgE8DSzIOA8qCRTcumvQQw6CVxIpBatPbN33Jy1t_Pzmi5yx6icNI4wRggfQW0dmUMCSf1zy4xa0kziUPibwIg-gSB0RPgcZAJsCE06sHsOadb_7gsptyrFURpJJzOT6rkfql97j1fl7KvimcFc79p_S-tH-mcH6qusWz1bNevBvhgzMrAhb5biy_j88d8S8AAP__V3Y6QQ__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMaN5PRQM$
69,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxEjLtqxDAQAL9GKsVqtZasQkUgmBBIlyrd3sqOxTmW8fnB_X1wmrQzzOSEnrPoPtlAoQVwQHpMrm_EW24EfYh5iDEPDBFsj65h25IuySJ6ihQimQgttv89gDPvfPAHl8mUeaiK4FZyLvN3NVJ_9JTGbVseyr0o7BR253maZ923_dZf_iK8yahcdyj3-jbQXu5fwX_e9ZqWtS71wZMRnjmzImCRfWV5_q2PhL8BAAD__1H5P1g__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMTIUDPMF$
70,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxUyzFuxCAQQNHT4BKNh7HBBUUaikg5xDDgLAoLyNms5dtHSROl_v8ljysnmbKfLVkHYICmm18i7itSpEhzXGiPRvLMsObFGWuQp-JnxJU2shvpDRy6Pw9g9Cs_-Y1L1aXtXRHEklJp711Lv0_V3x6PocyLwqAwnOepa2kfOZX20xUG6ffB7VIY_sHDj6OP_slVCzdOrAhY5OtguX6Hp8fvAAAA__9Gz0AJ__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMWRhndCg$
71,info@biddingo.com,mailto:info@biddingo.com
72,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxEzE1OxSAUR_HVwJDA5VrKgIHGdGDiIv7lw0fsKw2tbdy90Zi8-e-cFGhAijIH49iNWlvN8hZoTuYJNGpTCKYwsk_sQPAzx6E4WYMhGtiz86y8Hml89Fpb9YYT76iLqmtpgvVcU6rrR1Ox3eUSbsex7cI-C5oETdd1qYKY59Y-f4Gg6eXfCzv1XIR93Y-ecZc9bL1tbceiIlYkCNaI8asjfv-9z0A_AQAA___yU0Cv__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMZfAHY1Y$
73,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxEjE1uhSAQgE8DSzIOA8qCRTcumvQQw6CVxIpBatPbN33Jy1t_Pzmi5yx6icNI4wRggfQW0dmUMCSf1zy4xa0kziUPibwIg-gSB0RPgcZAJsCE06sHsOadb_7gsptyrFURpJJzOT6rkfql97j1fl7KvimcFc79p_S-tH-mcH6qusWz1bNevBvhgzMrAhb5biy_j88d8S8AAP__V3Y6QQ__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMaN5PRQM$
74,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxEjLtqxDAQAL9GKsVqtZasQkUgmBBIlyrd3sqOxTmW8fnB_X1wmrQzzOSEnrPoPtlAoQVwQHpMrm_EW24EfYh5iDEPDBFsj65h25IuySJ6ihQimQgttv89gDPvfPAHl8mUeaiK4FZyLvN3NVJ_9JTGbVseyr0o7BR253maZ923_dZf_iK8yahcdyj3-jbQXu5fwX_e9ZqWtS71wZMRnjmzImCRfWV5_q2PhL8BAAD__1H5P1g__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMTIUDPMF$
75,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxUyzFuxCAQQNHT4BKNh7HBBUUaikg5xDDgLAoLyNms5dtHSROl_v8ljysnmbKfLVkHYICmm18i7itSpEhzXGiPRvLMsObFGWuQp-JnxJU2shvpDRy6Pw9g9Cs_-Y1L1aXtXRHEklJp711Lv0_V3x6PocyLwqAwnOepa2kfOZX20xUG6ffB7VIY_sHDj6OP_slVCzdOrAhY5OtguX6Hp8fvAAAA__9Gz0AJ__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMWRhndCg$
76,click here,https://urldefense.com/v3/__https://email.biddingo.com/c/eJyEzcFqxCAQxvGnMbfKRKcxHjwsLIEWCn2FcdRdS6JBk4W-fWEv7a3Xj9_HPzg1UeAhutGgmQE04HB3oL01FtPIQIgeptkmb_hVpRTHiWHIblRqQovGorQwq_n3D6DlOz3og_Iqc0lVIPgcQi63Krluw-rux7ELfRFqEWqhsOUi_4rnfpEb5SL0ctRPukWhr1xLj-V4OUs_feeWfZRffRdqOntsb0Ho697qXjutkqlQIIFAzGcj_n6Wm_sHPJz6CQAA__8mdlaI__;!!CKcPr9h30w!dXFVcQa7e9VDRBqvzcZGKEeZGw1Tm7C7uqToIg0AdHRBqHR22RfWRxsLenbSpSbza0fn-MgYdO8O1zNxKM_qMeXGDBkg$
