,text,link
251,click here,https://urldefense.com/v3/__https://www.merx.com/private/solicitations/saved-searches?utm_medium=email&utm_source=system_2025-05-22_AM&utm_campaign=savedsearch_notifications&pid=17220162&utm_content=update_saved_search__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZXMydEpv$
252,merx@merx.com,mailto:merx@merx.com
253,https://www.merx.com,https://urldefense.com/v3/__https://www.merx.com__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZbnAEhKQ$
254,"1111, Saint-Charles Street WestEast Tower, Suite 352Longueuil, Quebec, J4K 5G4Canada","https://urldefense.com/v3/__https://www.google.ca/maps/place/50*Frank*Nighbor*Pl,*Kanata,*ON*K2V*1B9/@45.2991753,-75.9186075,17z/data:*20*20*20*20*20*20*20*20!4m5!3m4!1s0x4cd2007e5fda18a1:0xc36710b3436d106d!8m2!3d45.2991753!4d-75.9164134footer-google_link__;KysrKysrKyUlJSUlJSUl!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZW2NhUoo$"
255,update your account,https://urldefense.com/v3/__https://www.merx.com/private/my-profile__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZVwc_tsZ$
256,modify your subscription,https://urldefense.com/v3/__https://www.merx.com/public/terms-conditions__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZaNGMYwp$
257,,https://urldefense.com/v3/__https://www.sovra.com__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZVO7V64r$
258,https://www.merx.com,https://urldefense.com/v3/__https://www.merx.com__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZbnAEhKQ$
259,"1111, Saint-Charles Street WestEast Tower, Suite 352Longueuil, Quebec, J4K 5G4Canada","https://urldefense.com/v3/__https://www.google.ca/maps/place/50*Frank*Nighbor*Pl,*Kanata,*ON*K2V*1B9/@45.2991753,-75.9186075,17z/data:*20*20*20*20*20*20*20*20!4m5!3m4!1s0x4cd2007e5fda18a1:0xc36710b3436d106d!8m2!3d45.2991753!4d-75.9164134footer-google_link__;KysrKysrKyUlJSUlJSUl!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZW2NhUoo$"
260,update your account,https://urldefense.com/v3/__https://www.merx.com/private/my-profile__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZVwc_tsZ$
261,modify your subscription,https://urldefense.com/v3/__https://www.merx.com/public/terms-conditions__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZaNGMYwp$
262,,https://urldefense.com/v3/__https://www.sovra.com__;!!CKcPr9h30w!eWwLZRgohf85uwpUsW9HOw6Muzd1jucUKSgmQ8V6MI1rnWywMeC1-ROP_EVQRcqPg1EWsUoxZVO7V64r$
263,proposal.canada@accuracy.com,mailto:proposal.canada@accuracy.com
264,proposal.canada@accuracy.com,mailto:proposal.canada@accuracy.com
265,,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxUy7FqxiAQAOCn0VH01NMMDl0yFPoQl7vYCImGNA307QsdCv_-fVIASVivxaWQckbMk94K1BClYqVEUwh1Qck1SmARm2FZWbfiLESbMHrjXPQT_v_sEcw7PfRBbTet16GCXZpI65_D8Dj0Xrb7PpV_UzArmEmO1s2LuMp5jXN80W6YOgmpYIn5-yL--QNPgd8AAAD__4zUOPw__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUUcuN74e$
266,Click here,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMzcFqxCAQgOGnMUfRUSfJwUPLkkNpS2GfYKJxd4qJ4mY37NsXeii9_z9f9IAUQ7d43dt-GBCHsbv6PoGF2Kd5VuhGG2ZMWiFEOzrtZsSOvVbgVI_OSK2dGfHvHwyCfKMHfRBnyVsqwqqZY-TtUmQoa5f9dd_rTZgXAZOA6TgO-T8QMC0rcX4vF96EmVIrqzCnE3F-vnL8LDuHRcB0Xs_3WjMv7auVxHmR37faNV9bqeVGWQbaKJKwikK4NwrPX_7h4ScAAP__cpRNYQ__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUYWnWWi5$
267,Project Manager - Heart Health Hub,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqxCAQQL_GHEVHHc3Bw8ISaGnpoV8wOsmukMRgshv694UWSq-P9-BxBCTO3Ri1tz4ExNB39wi-V-SsdcGOSWHIBoJngxPrKeU-dCVqBU55dEZq7UyPf30wCPKVnvROZZZlnaqwKhXmst6qzHXp5ng_jm0X5iJgEDCc5yn_CwKGcaEyv9VbWYUZplYXYa6p8GUe2_H5SHtuJY1N3o9FAKbCH-32wsJcrQbjehcE4LFy-2XKovcQuha3Vre60ywzrcQkrKKcH43y18_YM8J3AAAA___8BFLD__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUc3PpCUH$
268,CMHA.RFP2025.021,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqxCAQQL_GHEVHHc3Bw8ISaGnpoV8wOsmukMRgshv694UWSq-P9-BxBCTO3Ri1tz4ExNB39wi-V-SsdcGOSWHIBoJngxPrKeU-dCVqBU55dEZq7UyPf30wCPKVnvROZZZlnaqwKhXmst6qzHXp5ng_jm0X5iJgEDCc5yn_CwKGcaEyv9VbWYUZplYXYa6p8GUe2_H5SHtuJY1N3o9FAKbCH-32wsJcrQbjehcE4LFy-2XKovcQuha3Vre60ywzrcQkrKKcH43y18_YM8J3AAAA___8BFLD__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUc3PpCUH$
269,Addendum,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMzktq9DAQBODTyEshtZ5eaDEwGP6fhCxygrbaD4EtGdkek9uHmUBILT-qoCiARYrNEKTTzntrfdvMQXsQwngjzOi8leQ9RGWic5ra3iI2KUgBRjhrFJfSqNb-7r2ywP_jA98xLTzlsTAt-kSU8lR4LGuzhPk4tp2pG4OOQXddF_9bYNANK6blrUwpM9WNtaxM3ZFoyHSut2Wox-fZ77Gmfqh8PlYGtk_0Uad_xNRdS1CmNZ6BPTLVHxPaOgdPQ6IXSfGMamrYatnKjguPmJGQaYExnhXj1-vvI8B3AAAA__8-yljG__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUb8JwAik$
270,REQUEST FOR PROPOSAL FOR THE PROVISION OF FINANCIAL AUDITING SERVICES,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjstqwzAQAL9mfRTS6mH5oEMgGFpaeugXrLRyIrAtIzsx_ftCC6XXYQaGAzri1OWgetN775wfuntwOalBW05-MqQ4OvLS9rlnGwdPk-xKUBKt7J3VQimrB_fXe-1QvNKT3qnMoqxTBSNjYS7rrYpUl24O9-PYdtAXwBFwPM9T_BcAx7xQmd_qraygx6nVBfQ1Fr7MuR2fj7inVmJu4n4sgC4W_mi3FwZ9NUpqbZQCdMfK7ZdJ43FA37WwtbrVnWaRaCUmMJJSejRKXz9jz4DfAQAA__-p51No__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUbYodDly$
271,RFP-FIN-01-2025,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjstqwzAQAL9mfRTS6mH5oEMgGFpaeugXrLRyIrAtIzsx_ftCC6XXYQaGAzri1OWgetN775wfuntwOalBW05-MqQ4OvLS9rlnGwdPk-xKUBKt7J3VQimrB_fXe-1QvNKT3qnMoqxTBSNjYS7rrYpUl24O9-PYdtAXwBFwPM9T_BcAx7xQmd_qraygx6nVBfQ1Fr7MuR2fj7inVmJu4n4sgC4W_mi3FwZ9NUpqbZQCdMfK7ZdJ43FA37WwtbrVnWaRaCUmMJJSejRKXz9jz4DfAQAA__-p51No__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUbYodDly$
272,AMENDMENT TO AUDIT YEAR,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMj8Fq8zAQhJ9mfRSSVpHlgw6BYPh_WnroE6y0ciKwpSDbMX37khRK5_gxA_Ox15Y4dsmr3vTOWeuG7uZ7GTElK00KyfDEPYfBBLQTmmQxuS57JfVJ9vaEQqkTDvZ379Bq8Z8e9E55FrlMFYwMmTmXaxWxLt3sb9t2XwHPoEfQ43Ec4m8B9JgWyvNbveYCOE6tLoAXYk6F9-U8p7Z97mGNLYfUxG1bQNuQ-aNd_zHgxSiJaJQCbbfC7YdJ4_SgHTx9-YWUfEZ1zd9bvdeVZhGpEBMYSTHujeLX6-_D6-8AAAD__5SzWf0__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUbpnV0Ph$
273,Homelessness Addictions Recovery Treatment (HART) Hub - Communications and Marketing Services,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjstqwzAQAL9mfRSS1l7JBx0CwdDS0kO_YPVKBLZlZCemf1_IofQ6zMBEp4lj6JJTpjfWEtmxuzs12uRJ5qCs5WwDckajkEwyKfmcu-KU1IM0NKBQasCR_nqLpMU7P_mTyyzKmiv00pcYy3qrItSlm939OLYd8AJ6Aj2d5yn-C6CntHCZP-qtrIBTbnUBvPoSL3Nqx_fD76EVn5q4Hwto8iV-tdtbBLwqJSWONICmY43txXrZk7Hads1trW5151kEXjky9JJDeDQOP6-xp9O_AQAA___ZjVOr__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUaDspKXR$
274,WH650-2025,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjstqwzAQAL9mfRSS1l7JBx0CwdDS0kO_YPVKBLZlZCemf1_IofQ6zMBEp4lj6JJTpjfWEtmxuzs12uRJ5qCs5WwDckajkEwyKfmcu-KU1IM0NKBQasCR_nqLpMU7P_mTyyzKmiv00pcYy3qrItSlm939OLYd8AJ6Aj2d5yn-C6CntHCZP-qtrIBTbnUBvPoSL3Nqx_fD76EVn5q4Hwto8iV-tdtbBLwqJSWONICmY43txXrZk7Hads1trW5151kEXjky9JJDeDQOP6-xp9O_AQAA___ZjVOr__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUaDspKXR$
275,Revised SOW document,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMj81q6zAQhZ9mvBTS6DcLLQLBcC8tXfQJxho5EdhSUJyYvn1JCqVnefgOnI8jOuI05Ki88SE4Fw7DJXqe5YzWGm08yWRDRq9Upll6bbyxQ4lKopXeWS2UsvrgfvdBOxT_6UHvVBZR6tzAyKkwl3puIrV1WOJl26430EfAEXDc9138BQDHvFJZ3tq5VNDj3NsK-kTMufJ9PS65b5_36ZZ6mXIXl20FdFPhj37-x6BPSkmpD84Cuq1yf3VGGucDBnj68g8mn1FDj9feru1Gi0hUiQmMpJTundLX6-8j4ncAAAD__2vCWNs__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUXGpK5sC$
276,01B68-210084 - SAP CLUSTER SUPPORT RESOURCES,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjk1rhDAQQH_NeAzJJCZ6yGFhEVpaeugvmHyoA2okuiv994U9lF4f78FLHi2l2GSvnHFdZ23XN7NP0WIfnMbYBTOODk1uXe4dUVZaj6FhryS20tlWC6Va3du_vtMWxTs96ZN4EbyNBYwMnBJvUxGxrM3i5_PcD9A3wAFwuK5L_BcAh7wSLx9l4g30MNaygr4HTrcl1_P7EY5YOeQq5nMFtIHTV53eEui7UcooaQ2gPbdUX0xJKVs0TfV7LXs5aBGRNkoERlKMj0rx5_X19PgbAAD__1jGUyQ__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUTHkoPbm$
277,WS4908005512,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjk1rhDAQQH_NeAzJJCZ6yGFhEVpaeugvmHyoA2okuiv994U9lF4f78FLHi2l2GSvnHFdZ23XN7NP0WIfnMbYBTOODk1uXe4dUVZaj6FhryS20tlWC6Va3du_vtMWxTs96ZN4EbyNBYwMnBJvUxGxrM3i5_PcD9A3wAFwuK5L_BcAh7wSLx9l4g30MNaygr4HTrcl1_P7EY5YOeQq5nMFtIHTV53eEui7UcooaQ2gPbdUX0xJKVs0TfV7LXs5aBGRNkoERlKMj0rx5_X19PgbAAD__1jGUyQ__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUTHkoPbm$
278,"Market Square Revitalization: Design, Build and Installation of archways",https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqxCAUAL_GHEWfxujBw8ISaGnpoV_w9GkiJDGY7Ib-fWEPpddhBoY8GKTYJS8HPVhrjHXd7DGmgCkJ19uQldMYMYtIQ06kXQboipcCejGYXnEpe-XMX2-VAf6OT_zEsvCy5cq0CIWobFPlsa7d4ufz3A-mbgxGBuN1Xfy_wGBMK5blo05lY2rMra5M3UOh25La-f0IR2wlpMbnc2VgQqGvNr0RU3cphVBCKwbm3Ki9mBbaqR5s1_ze6l4PXHjEDQmZFhjjo2H8eY09PfwGAAD__4LJVEk__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUQTzmgeN$
279,RFP25-11,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqxCAUAL_GHEWfxujBw8ISaGnpoV_w9GkiJDGY7Ib-fWEPpddhBoY8GKTYJS8HPVhrjHXd7DGmgCkJ19uQldMYMYtIQ06kXQboipcCejGYXnEpe-XMX2-VAf6OT_zEsvCy5cq0CIWobFPlsa7d4ufz3A-mbgxGBuN1Xfy_wGBMK5blo05lY2rMra5M3UOh25La-f0IR2wlpMbnc2VgQqGvNr0RU3cphVBCKwbm3Ki9mBbaqR5s1_ze6l4PXHjEDQmZFhjjo2H8eY09PfwGAAD__4LJVEk__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUQTzmgeN$
280,TBIPS - ITI PSIB,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjk1rxCAQQH_N5CjjaIw5eFhYAi0tPfQXjJoPIYnBuBv67wstlF4f78GLjgzH0IxOdrqz1hjbN4tDtmTHXnuP7dRKaXrvtbVmIpKhV7JJTiK12JlWCSlb1Zu_3ipD4pWf_M5pFWmfMmj0Kca0z1mEvDWrW2o9TlA3oAFouK5L_BeAhnHjtL7lOe2ghqnkDdTdp3hbx1I_H_4MJfmxiKVuQMan-FHmlwjqLiWi0loBmbrH8ssIkQh1U9xR8pFPXkXgnSODRg7hUTh8_Yw9HX0HAAD__8UMUlU__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUcMXyEcl$
281,W6369-25-CY18,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjk1rxCAQQH_N5CjjaIw5eFhYAi0tPfQXjJoPIYnBuBv67wstlF4f78GLjgzH0IxOdrqz1hjbN4tDtmTHXnuP7dRKaXrvtbVmIpKhV7JJTiK12JlWCSlb1Zu_3ipD4pWf_M5pFWmfMmj0Kca0z1mEvDWrW2o9TlA3oAFouK5L_BeAhnHjtL7lOe2ghqnkDdTdp3hbx1I_H_4MJfmxiKVuQMan-FHmlwjqLiWi0loBmbrH8ssIkQh1U9xR8pFPXkXgnSODRg7hUTh8_Yw9HX0HAAD__8UMUlU__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUcMXyEcl$
282,Request For Services,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqxCAQQL_GHEVHnTUHDwtLoKWlh37B6LiJkMRgshv694UWSq-P9-BxACROXQ76Yi_eI_q-m4JHNL2HPoHDyD1YvifvImRnczLkuhK0Aqcu6IzU2pke_3pvEOQrPemdyizLeq_CqliYyzpWmerSzWE6jm0X5ipgEDCc5yn_CwKGvFCZ3-pYVmGGe6uLMLdY-Drndnw-4p5aibnJ6VgEYCz80cYXFuamtVLGWiMAj5XbLwOlAJTuWtha3epOs0y0EpOwilJ6NEpfP2PPAN8BAAD__yJKUsQ__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUe8Py-Hd$
283,W6399-26-TP06,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqxCAQQL_GHEVHnTUHDwtLoKWlh37B6LiJkMRgshv694UWSq-P9-BxACROXQ76Yi_eI_q-m4JHNL2HPoHDyD1YvifvImRnczLkuhK0Aqcu6IzU2pke_3pvEOQrPemdyizLeq_CqliYyzpWmerSzWE6jm0X5ipgEDCc5yn_CwKGvFCZ3-pYVmGGe6uLMLdY-Drndnw-4p5aibnJ6VgEYCz80cYXFuamtVLGWiMAj5XbLwOlAJTuWtha3epOs0y0EpOwilJ6NEpfP2PPAN8BAAD__yJKUsQ__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUe8Py-Hd$
284,"RFP for Media Services (Monitoring, Clippings, Distribution)",https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjktqwzAUAE_zvBT6vkgLLQLB0NLSRU_w9IktsC0jKzG9fSGL0u0wA5O8REpxyF5c9MVaROuG2YckA6HLBtFxYVXWjmdh0GTUVsU4FC-4NPyCRjEhjHL411uFkr3Tkz6pLKxs9wqah5JS2abKYl2Hxc-97weoK8gR5HieJ_svgBzzSmX5qFPZQI33VldQt1DSdcmtfz_CEVsJubG5ryAxlPTVprcE6qYF1w61Aol9S-3FBBortLVD83urez1oYZE2SgSaU4yPRvHnNfb08jcAAP__AvVSvA__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUaftKcEo$
285,RFPOEBMS05202025,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjktqwzAUAE_zvBT6vkgLLQLB0NLSRU_w9IktsC0jKzG9fSGL0u0wA5O8REpxyF5c9MVaROuG2YckA6HLBtFxYVXWjmdh0GTUVsU4FC-4NPyCRjEhjHL411uFkr3Tkz6pLKxs9wqah5JS2abKYl2Hxc-97weoK8gR5HieJ_svgBzzSmX5qFPZQI33VldQt1DSdcmtfz_CEVsJubG5ryAxlPTVprcE6qYF1w61Aol9S-3FBBortLVD83urez1oYZE2SgSaU4yPRvHnNfb08jcAAP__AvVSvA__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUaftKcEo$
286,2025 Auditing Services,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjstqwzAQAL9mfRTS6mH5oEMgGFpaeugXrFZyIrAtIzsx_ftCC6XXYQYmBXSUuMtB9ab33jk_dPcwkcHco_VE0njPxhDnOEysp-ij5a4EJdHK3lktlLJ6cH-91w7FKz3pncosyjpVMDKWlMp6q4Lr0s3hfhzbDvoCOAKO53mK_wLgmBcq81u9lRX0OLW6gL7Gki5zbsfnI-7cSsxN3I8F0MWSPtrtJYG-KiWlNtIBumNN7Zc5qwwOsmtha3WrO82CaaVEYCQxPxrx18_YM-B3AAAA___y9FO1__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUTUuJN3H$
287,FIN-01-2025,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjstqwzAQAL9mfRTS6mH5oEMgGFpaeugXrFZyIrAtIzsx_ftCC6XXYQYmBXSUuMtB9ab33jk_dPcwkcHco_VE0njPxhDnOEysp-ij5a4EJdHK3lktlLJ6cH-91w7FKz3pncosyjpVMDKWlMp6q4Lr0s3hfhzbDvoCOAKO53mK_wLgmBcq81u9lRX0OLW6gL7Gki5zbsfnI-7cSsxN3I8F0MWSPtrtJYG-KiWlNtIBumNN7Zc5qwwOsmtha3WrO82CaaVEYCQxPxrx18_YM-B3AAAA___y9FO1__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUTUuJN3H$
288,Resident Communication and Notification System,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqxCAQQL_GHEVn1OjBw8ISaGnpoV8wccyukMRgshv694UWSq-P9-BxBEecuhx1b3rvnfOhu8esJ6s1h2A99UqxtZy1Cjn3bCY00JWoFVjVO4tSa4vB_fUeHchXetI7lVmWdarCqLEwl_VWZapLN8f7cWy7wIuAQcBwnqf8LwgY8kJlfqu3sgocplYXgdex8GXO7fh8jHtqZcxN3o9FgBsLf7TbCwu8Gq0QrfEC3LFy-2XKBNTguxa3Vre60ywTrcQkjKKUHo3S18_YM8J3AAAA__8jrlLZ__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUUFRtGIY$
289,RFP-04-2025,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqxCAQQL_GHEVn1OjBw8ISaGnpoV8wccyukMRgshv694UWSq-P9-BxBEecuhx1b3rvnfOhu8esJ6s1h2A99UqxtZy1Cjn3bCY00JWoFVjVO4tSa4vB_fUeHchXetI7lVmWdarCqLEwl_VWZapLN8f7cWy7wIuAQcBwnqf8LwgY8kJlfqu3sgocplYXgdex8GXO7fh8jHtqZcxN3o9FgBsLf7TbCwu8Gq0QrfEC3LFy-2XKBNTguxa3Vre60ywTrcQkjKKUHo3S18_YM8J3AAAA__8jrlLZ__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUUFRtGIY$
290,Mystery Shopper Evaluation Service for Adapted Transport Service,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjk1rhDAQQH_NeAzJxInxkMPCIrS09NBfMPlQA2okuiv994U9lF4f78GLDg3H0CSnuraz1hjbN7OjUdpEFLgjr3Ui23nVq2gIk6LEuslOSSTZGdJCKdK9-eutNije-cmfnBeRt7FAK32OMW9TEaGszeLm89wP0DfAAXC4rkv8FwCHtHJePsqUN9DDWMsK-u5zvC2pnt8Pf4SafapiPldA43P8qtNbBH1vFZLFXgKac4v1xZSUUiI11e217OXgRQTeODK0kkN4VA4_r6-nw98AAAD__9MGUpM__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUdMKwcmW$
291,20070160,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjk1rhDAQQH_NeAzJxInxkMPCIrS09NBfMPlQA2okuiv994U9lF4f78GLDg3H0CSnuraz1hjbN7OjUdpEFLgjr3Ui23nVq2gIk6LEuslOSSTZGdJCKdK9-eutNije-cmfnBeRt7FAK32OMW9TEaGszeLm89wP0DfAAXC4rkv8FwCHtHJePsqUN9DDWMsK-u5zvC2pnt8Pf4SafapiPldA43P8qtNbBH1vFZLFXgKac4v1xZSUUiI11e217OXgRQTeODK0kkN4VA4_r6-nw98AAAD__9MGUpM__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUdMKwcmW$
292,PROFESSIONAL EXTERNAL AUDIT SERVICES,https://urldefense.com/v3/__https://email.biddingo.com/c/eJxMjsFqhDAQQL8mHsNkkkz0kMPCIrS09NAvGJOoATUS3ZX-fWEPpdfHe_CiR-IYmuSVM65tidqumT0Gi8ElHFUCTkkpY40BGwhcNM66JnsFaMGR1VIpqzv661tNKN_5yZ-cF5m3sQgDQ44xb1ORoazN4ufz3A-hbwJ7gf11XfK_ILBPK-flo0x5E7ofa1mFvg853pZUz-_HcISah1TlfK4Cacjxq05vUei7UUjkOiOQzi3WF1MAAKptqt9r2cvBiwy8cWRhgEN4VA4_r6-nx98AAAD__6JgUl8__;!!CKcPr9h30w!ffU_QHGrLzj7mX80gwrGZpT0ivHdrYzLC9rQzGEPFeQKD291U6gP8oPep-xDILvnCxZPZOaTlEKTkEtTknSPUZfy8x_L$
